split,pair_id,group,test_img,temp_img,anno_file,classes
train,group13000_13000031,group13000,group13000/13000/13000031_test.jpg,group13000/13000/13000031_temp.jpg,group13000/13000_not/13000031.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12300_12300154,group12300,group12300/12300/12300154_test.jpg,group12300/12300/12300154_temp.jpg,group12300/12300_not/12300154.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085010,group20085,group20085/20085/20085010_test.jpg,group20085/20085/20085010_temp.jpg,group20085/20085_not/20085010.txt,short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085312,group20085,group20085/20085/20085312_test.jpg,group20085/20085/20085312_temp.jpg,group20085/20085_not/20085312.txt,mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085090,group20085,group20085/20085/20085090_test.jpg,group20085/20085/20085090_temp.jpg,group20085/20085_not/20085090.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group13000_13000153,group13000,group13000/13000/13000153_test.jpg,group13000/13000/13000153_temp.jpg,group13000/13000_not/13000153.txt,mouse_bite;spur;spurious_copper;pin_hole
train,group92000_92000045,group92000,group92000/92000/92000045_test.jpg,group92000/92000/92000045_temp.jpg,group92000/92000_not/92000045.txt,open_circuit;mouse_bite;spurious_copper;pin_hole
train,group13000_13000071,group13000,group13000/13000/13000071_test.jpg,group13000/13000/13000071_temp.jpg,group13000/13000_not/13000071.txt,mouse_bite;spurious_copper;pin_hole
train,group00041_00041068,group00041,group00041/00041/00041068_test.jpg,group00041/00041/00041068_temp.jpg,group00041/00041_not/00041068.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group90100_90100050,group90100,group90100/90100/90100050_test.jpg,group90100/90100/90100050_temp.jpg,group90100/90100_not/90100050.txt,open_circuit;short_circuit;spur;spurious_copper;pin_hole
train,group13000_13000079,group13000,group13000/13000/13000079_test.jpg,group13000/13000/13000079_temp.jpg,group13000/13000_not/13000079.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085067,group20085,group20085/20085/20085067_test.jpg,group20085/20085/20085067_temp.jpg,group20085/20085_not/20085067.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group77000_77000090,group77000,group77000/77000/77000090_test.jpg,group77000/77000/77000090_temp.jpg,group77000/77000_not/77000090.txt,open_circuit;mouse_bite;spur;pin_hole
train,group13000_13000161,group13000,group13000/13000/13000161_test.jpg,group13000/13000/13000161_temp.jpg,group13000/13000_not/13000161.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041133,group00041,group00041/00041/00041133_test.jpg,group00041/00041/00041133_temp.jpg,group00041/00041_not/00041133.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12100_12100135,group12100,group12100/12100/12100135_test.jpg,group12100/12100/12100135_temp.jpg,group12100/12100_not/12100135.txt,open_circuit;mouse_bite;spurious_copper;pin_hole
train,group12100_12100166,group12100,group12100/12100/12100166_test.jpg,group12100/12100/12100166_temp.jpg,group12100/12100_not/12100166.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group12100_12100193,group12100,group12100/12100/12100193_test.jpg,group12100/12100/12100193_temp.jpg,group12100/12100_not/12100193.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12100_12100059,group12100,group12100/12100/12100059_test.jpg,group12100/12100/12100059_temp.jpg,group12100/12100_not/12100059.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group92000_92000061,group92000,group92000/92000/92000061_test.jpg,group92000/92000/92000061_temp.jpg,group92000/92000_not/92000061.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group13000_13000047,group13000,group13000/13000/13000047_test.jpg,group13000/13000/13000047_temp.jpg,group13000/13000_not/13000047.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group77000_77000013,group77000,group77000/77000/77000013_test.jpg,group77000/77000/77000013_temp.jpg,group77000/77000_not/77000013.txt,short_circuit;mouse_bite;spurious_copper;pin_hole
train,group44000_44000054,group44000,group44000/44000/44000054_test.jpg,group44000/44000/44000054_temp.jpg,group44000/44000_not/44000054.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12300_12300062,group12300,group12300/12300/12300062_test.jpg,group12300/12300/12300062_temp.jpg,group12300/12300_not/12300062.txt,open_circuit;mouse_bite;spurious_copper;pin_hole
train,group44000_44000075,group44000,group44000/44000/44000075_test.jpg,group44000/44000/44000075_temp.jpg,group44000/44000_not/44000075.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085006,group20085,group20085/20085/20085006_test.jpg,group20085/20085/20085006_temp.jpg,group20085/20085_not/20085006.txt,short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12300_12300114,group12300,group12300/12300/12300114_test.jpg,group12300/12300/12300114_temp.jpg,group12300/12300_not/12300114.txt,open_circuit;short_circuit;spur;spurious_copper;pin_hole
train,group20085_20085181,group20085,group20085/20085/20085181_test.jpg,group20085/20085/20085181_temp.jpg,group20085/20085_not/20085181.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group92000_92000029,group92000,group92000/92000/92000029_test.jpg,group92000/92000/92000029_temp.jpg,group92000/92000_not/92000029.txt,open_circuit;mouse_bite;spurious_copper;pin_hole
train,group12300_12300144,group12300,group12300/12300/12300144_test.jpg,group12300/12300/12300144_temp.jpg,group12300/12300_not/12300144.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group20085_20085313,group20085,group20085/20085/20085313_test.jpg,group20085/20085/20085313_temp.jpg,group20085/20085_not/20085313.txt,mouse_bite;spur;spurious_copper;pin_hole
train,group50600_50600048,group50600,group50600/50600/50600048_test.jpg,group50600/50600/50600048_temp.jpg,group50600/50600_not/50600048.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group12300_12300070,group12300,group12300/12300/12300070_test.jpg,group12300/12300/12300070_temp.jpg,group12300/12300_not/12300070.txt,open_circuit;mouse_bite;spurious_copper;pin_hole
train,group12100_12100062,group12100,group12100/12100/12100062_test.jpg,group12100/12100/12100062_temp.jpg,group12100/12100_not/12100062.txt,open_circuit;short_circuit;spur;spurious_copper;pin_hole
train,group00041_00041157,group00041,group00041/00041/00041157_test.jpg,group00041/00041/00041157_temp.jpg,group00041/00041_not/00041157.txt,open_circuit;mouse_bite;spur;spurious_copper
train,group20085_20085238,group20085,group20085/20085/20085238_test.jpg,group20085/20085/20085238_temp.jpg,group20085/20085_not/20085238.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group50600_50600002,group50600,group50600/50600/50600002_test.jpg,group50600/50600/50600002_temp.jpg,group50600/50600_not/50600002.txt,open_circuit;short_circuit;spur;spurious_copper;pin_hole
train,group20085_20085184,group20085,group20085/20085/20085184_test.jpg,group20085/20085/20085184_temp.jpg,group20085/20085_not/20085184.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041182,group00041,group00041/00041/00041182_test.jpg,group00041/00041/00041182_temp.jpg,group00041/00041_not/00041182.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group90100_90100059,group90100,group90100/90100/90100059_test.jpg,group90100/90100/90100059_temp.jpg,group90100/90100_not/90100059.txt,open_circuit;short_circuit;spur;spurious_copper;pin_hole
train,group13000_13000034,group13000,group13000/13000/13000034_test.jpg,group13000/13000/13000034_temp.jpg,group13000/13000_not/13000034.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group77000_77000030,group77000,group77000/77000/77000030_test.jpg,group77000/77000/77000030_temp.jpg,group77000/77000_not/77000030.txt,short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12100_12100194,group12100,group12100/12100/12100194_test.jpg,group12100/12100/12100194_temp.jpg,group12100/12100_not/12100194.txt,open_circuit;short_circuit;spur;spurious_copper;pin_hole
train,group50600_50600021,group50600,group50600/50600/50600021_test.jpg,group50600/50600/50600021_temp.jpg,group50600/50600_not/50600021.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12100_12100127,group12100,group12100/12100/12100127_test.jpg,group12100/12100/12100127_temp.jpg,group12100/12100_not/12100127.txt,open_circuit;mouse_bite
train,group20085_20085232,group20085,group20085/20085/20085232_test.jpg,group20085/20085/20085232_temp.jpg,group20085/20085_not/20085232.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group13000_13000012,group13000,group13000/13000/13000012_test.jpg,group13000/13000/13000012_temp.jpg,group13000/13000_not/13000012.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group90100_90100014,group90100,group90100/90100/90100014_test.jpg,group90100/90100/90100014_temp.jpg,group90100/90100_not/90100014.txt,open_circuit;short_circuit;spurious_copper;pin_hole
train,group20085_20085027,group20085,group20085/20085/20085027_test.jpg,group20085/20085/20085027_temp.jpg,group20085/20085_not/20085027.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group92000_92000021,group92000,group92000/92000/92000021_test.jpg,group92000/92000/92000021_temp.jpg,group92000/92000_not/92000021.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041098,group00041,group00041/00041/00041098_test.jpg,group00041/00041/00041098_temp.jpg,group00041/00041_not/00041098.txt,open_circuit;short_circuit;spur;spurious_copper;pin_hole
train,group13000_13000203,group13000,group13000/13000/13000203_test.jpg,group13000/13000/13000203_temp.jpg,group13000/13000_not/13000203.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group13000_13000123,group13000,group13000/13000/13000123_test.jpg,group13000/13000/13000123_temp.jpg,group13000/13000_not/13000123.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group50600_50600042,group50600,group50600/50600/50600042_test.jpg,group50600/50600/50600042_temp.jpg,group50600/50600_not/50600042.txt,open_circuit;short_circuit;spur;spurious_copper;pin_hole
train,group00041_00041132,group00041,group00041/00041/00041132_test.jpg,group00041/00041/00041132_temp.jpg,group00041/00041_not/00041132.txt,short_circuit;mouse_bite;spurious_copper;pin_hole
train,group13000_13000129,group13000,group13000/13000/13000129_test.jpg,group13000/13000/13000129_temp.jpg,group13000/13000_not/13000129.txt,mouse_bite;spurious_copper;pin_hole
train,group90100_90100028,group90100,group90100/90100/90100028_test.jpg,group90100/90100/90100028_temp.jpg,group90100/90100_not/90100028.txt,open_circuit;mouse_bite;spurious_copper;pin_hole
train,group20085_20085150,group20085,group20085/20085/20085150_test.jpg,group20085/20085/20085150_temp.jpg,group20085/20085_not/20085150.txt,open_circuit;short_circuit;mouse_bite;spur;pin_hole
train,group13000_13000068,group13000,group13000/13000/13000068_test.jpg,group13000/13000/13000068_temp.jpg,group13000/13000_not/13000068.txt,open_circuit;short_circuit;mouse_bite;spur;pin_hole
train,group12100_12100179,group12100,group12100/12100/12100179_test.jpg,group12100/12100/12100179_temp.jpg,group12100/12100_not/12100179.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group44000_44000060,group44000,group44000/44000/44000060_test.jpg,group44000/44000/44000060_temp.jpg,group44000/44000_not/44000060.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12300_12300151,group12300,group12300/12300/12300151_test.jpg,group12300/12300/12300151_temp.jpg,group12300/12300_not/12300151.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12100_12100174,group12100,group12100/12100/12100174_test.jpg,group12100/12100/12100174_temp.jpg,group12100/12100_not/12100174.txt,open_circuit;short_circuit;mouse_bite;spur;pin_hole
train,group20085_20085282,group20085,group20085/20085/20085282_test.jpg,group20085/20085/20085282_temp.jpg,group20085/20085_not/20085282.txt,open_circuit;short_circuit;spur;spurious_copper
train,group90100_90100060,group90100,group90100/90100/90100060_test.jpg,group90100/90100/90100060_temp.jpg,group90100/90100_not/90100060.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085255,group20085,group20085/20085/20085255_test.jpg,group20085/20085/20085255_temp.jpg,group20085/20085_not/20085255.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper
train,group20085_20085085,group20085,group20085/20085/20085085_test.jpg,group20085/20085/20085085_temp.jpg,group20085/20085_not/20085085.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper
train,group12100_12100188,group12100,group12100/12100/12100188_test.jpg,group12100/12100/12100188_temp.jpg,group12100/12100_not/12100188.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group92000_92000090,group92000,group92000/92000/92000090_test.jpg,group92000/92000/92000090_temp.jpg,group92000/92000_not/92000090.txt,open_circuit;mouse_bite;spurious_copper;pin_hole
train,group92000_92000087,group92000,group92000/92000/92000087_test.jpg,group92000/92000/92000087_temp.jpg,group92000/92000_not/92000087.txt,open_circuit;mouse_bite;spurious_copper;pin_hole
train,group20085_20085059,group20085,group20085/20085/20085059_test.jpg,group20085/20085/20085059_temp.jpg,group20085/20085_not/20085059.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group44000_44000096,group44000,group44000/44000/44000096_test.jpg,group44000/44000/44000096_temp.jpg,group44000/44000_not/44000096.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group77000_77000095,group77000,group77000/77000/77000095_test.jpg,group77000/77000/77000095_temp.jpg,group77000/77000_not/77000095.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12300_12300109,group12300,group12300/12300/12300109_test.jpg,group12300/12300/12300109_temp.jpg,group12300/12300_not/12300109.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085266,group20085,group20085/20085/20085266_test.jpg,group20085/20085/20085266_temp.jpg,group20085/20085_not/20085266.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group13000_13000041,group13000,group13000/13000/13000041_test.jpg,group13000/13000/13000041_temp.jpg,group13000/13000_not/13000041.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group77000_77000055,group77000,group77000/77000/77000055_test.jpg,group77000/77000/77000055_temp.jpg,group77000/77000_not/77000055.txt,open_circuit;short_circuit;mouse_bite;spur;pin_hole
train,group77000_77000031,group77000,group77000/77000/77000031_test.jpg,group77000/77000/77000031_temp.jpg,group77000/77000_not/77000031.txt,open_circuit;mouse_bite;spurious_copper;pin_hole
train,group12100_12100173,group12100,group12100/12100/12100173_test.jpg,group12100/12100/12100173_temp.jpg,group12100/12100_not/12100173.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group13000_13000137,group13000,group13000/13000/13000137_test.jpg,group13000/13000/13000137_temp.jpg,group13000/13000_not/13000137.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper
train,group20085_20085295,group20085,group20085/20085/20085295_test.jpg,group20085/20085/20085295_temp.jpg,group20085/20085_not/20085295.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper
train,group20085_20085298,group20085,group20085/20085/20085298_test.jpg,group20085/20085/20085298_temp.jpg,group20085/20085_not/20085298.txt,short_circuit;mouse_bite;spurious_copper;pin_hole
train,group12100_12100008,group12100,group12100/12100/12100008_test.jpg,group12100/12100/12100008_temp.jpg,group12100/12100_not/12100008.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group13000_13000196,group13000,group13000/13000/13000196_test.jpg,group13000/13000/13000196_temp.jpg,group13000/13000_not/13000196.txt,short_circuit;spurious_copper;pin_hole
train,group12100_12100167,group12100,group12100/12100/12100167_test.jpg,group12100/12100/12100167_temp.jpg,group12100/12100_not/12100167.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper
train,group20085_20085098,group20085,group20085/20085/20085098_test.jpg,group20085/20085/20085098_temp.jpg,group20085/20085_not/20085098.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper
train,group77000_77000028,group77000,group77000/77000/77000028_test.jpg,group77000/77000/77000028_temp.jpg,group77000/77000_not/77000028.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041192,group00041,group00041/00041/00041192_test.jpg,group00041/00041/00041192_temp.jpg,group00041/00041_not/00041192.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041214,group00041,group00041/00041/00041214_test.jpg,group00041/00041/00041214_temp.jpg,group00041/00041_not/00041214.txt,open_circuit;mouse_bite;pin_hole
train,group90100_90100010,group90100,group90100/90100/90100010_test.jpg,group90100/90100/90100010_temp.jpg,group90100/90100_not/90100010.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group90100_90100005,group90100,group90100/90100/90100005_test.jpg,group90100/90100/90100005_temp.jpg,group90100/90100_not/90100005.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group13000_13000013,group13000,group13000/13000/13000013_test.jpg,group13000/13000/13000013_temp.jpg,group13000/13000_not/13000013.txt,open_circuit;short_circuit;mouse_bite;spur;pin_hole
train,group12300_12300064,group12300,group12300/12300/12300064_test.jpg,group12300/12300/12300064_temp.jpg,group12300/12300_not/12300064.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041084,group00041,group00041/00041/00041084_test.jpg,group00041/00041/00041084_temp.jpg,group00041/00041_not/00041084.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085110,group20085,group20085/20085/20085110_test.jpg,group20085/20085/20085110_temp.jpg,group20085/20085_not/20085110.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085038,group20085,group20085/20085/20085038_test.jpg,group20085/20085/20085038_temp.jpg,group20085/20085_not/20085038.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group44000_44000023,group44000,group44000/44000/44000023_test.jpg,group44000/44000/44000023_temp.jpg,group44000/44000_not/44000023.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group92000_92000062,group92000,group92000/92000/92000062_test.jpg,group92000/92000/92000062_temp.jpg,group92000/92000_not/92000062.txt,open_circuit;short_circuit;spur;spurious_copper;pin_hole
train,group13000_13000065,group13000,group13000/13000/13000065_test.jpg,group13000/13000/13000065_temp.jpg,group13000/13000_not/13000065.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041184,group00041,group00041/00041/00041184_test.jpg,group00041/00041/00041184_temp.jpg,group00041/00041_not/00041184.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085319,group20085,group20085/20085/20085319_test.jpg,group20085/20085/20085319_temp.jpg,group20085/20085_not/20085319.txt,open_circuit;short_circuit;mouse_bite;pin_hole
train,group20085_20085250,group20085,group20085/20085/20085250_test.jpg,group20085/20085/20085250_temp.jpg,group20085/20085_not/20085250.txt,open_circuit;short_circuit;mouse_bite;spur
train,group12300_12300223,group12300,group12300/12300/12300223_test.jpg,group12300/12300/12300223_temp.jpg,group12300/12300_not/12300223.txt,open_circuit;mouse_bite;spur;spurious_copper
train,group50600_50600036,group50600,group50600/50600/50600036_test.jpg,group50600/50600/50600036_temp.jpg,group50600/50600_not/50600036.txt,open_circuit;short_circuit;spur;spurious_copper
train,group20085_20085140,group20085,group20085/20085/20085140_test.jpg,group20085/20085/20085140_temp.jpg,group20085/20085_not/20085140.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group44000_44000088,group44000,group44000/44000/44000088_test.jpg,group44000/44000/44000088_temp.jpg,group44000/44000_not/44000088.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041100,group00041,group00041/00041/00041100_test.jpg,group00041/00041/00041100_temp.jpg,group00041/00041_not/00041100.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group13000_13000175,group13000,group13000/13000/13000175_test.jpg,group13000/13000/13000175_temp.jpg,group13000/13000_not/13000175.txt,open_circuit;mouse_bite;spurious_copper;pin_hole
train,group00041_00041181,group00041,group00041/00041/00041181_test.jpg,group00041/00041/00041181_temp.jpg,group00041/00041_not/00041181.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group12300_12300111,group12300,group12300/12300/12300111_test.jpg,group12300/12300/12300111_temp.jpg,group12300/12300_not/12300111.txt,short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085099,group20085,group20085/20085/20085099_test.jpg,group20085/20085/20085099_temp.jpg,group20085/20085_not/20085099.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041111,group00041,group00041/00041/00041111_test.jpg,group00041/00041/00041111_temp.jpg,group00041/00041_not/00041111.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041187,group00041,group00041/00041/00041187_test.jpg,group00041/00041/00041187_temp.jpg,group00041/00041_not/00041187.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group77000_77000012,group77000,group77000/77000/77000012_test.jpg,group77000/77000/77000012_temp.jpg,group77000/77000_not/77000012.txt,short_circuit;spur;spurious_copper;pin_hole
train,group77000_77000045,group77000,group77000/77000/77000045_test.jpg,group77000/77000/77000045_temp.jpg,group77000/77000_not/77000045.txt,open_circuit;short_circuit;spur;pin_hole
train,group50600_50600073,group50600,group50600/50600/50600073_test.jpg,group50600/50600/50600073_temp.jpg,group50600/50600_not/50600073.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group77000_77000082,group77000,group77000/77000/77000082_test.jpg,group77000/77000/77000082_temp.jpg,group77000/77000_not/77000082.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041032,group00041,group00041/00041/00041032_test.jpg,group00041/00041/00041032_temp.jpg,group00041/00041_not/00041032.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group92000_92000114,group92000,group92000/92000/92000114_test.jpg,group92000/92000/92000114_temp.jpg,group92000/92000_not/92000114.txt,open_circuit;short_circuit;spur;spurious_copper
train,group12100_12100145,group12100,group12100/12100/12100145_test.jpg,group12100/12100/12100145_temp.jpg,group12100/12100_not/12100145.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group44000_44000024,group44000,group44000/44000/44000024_test.jpg,group44000/44000/44000024_temp.jpg,group44000/44000_not/44000024.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085256,group20085,group20085/20085/20085256_test.jpg,group20085/20085/20085256_temp.jpg,group20085/20085_not/20085256.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group13000_13000144,group13000,group13000/13000/13000144_test.jpg,group13000/13000/13000144_temp.jpg,group13000/13000_not/13000144.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group13000_13000083,group13000,group13000/13000/13000083_test.jpg,group13000/13000/13000083_temp.jpg,group13000/13000_not/13000083.txt,open_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085307,group20085,group20085/20085/20085307_test.jpg,group20085/20085/20085307_temp.jpg,group20085/20085_not/20085307.txt,open_circuit;short_circuit;spur
train,group13000_13000109,group13000,group13000/13000/13000109_test.jpg,group13000/13000/13000109_temp.jpg,group13000/13000_not/13000109.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group50600_50600056,group50600,group50600/50600/50600056_test.jpg,group50600/50600/50600056_temp.jpg,group50600/50600_not/50600056.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
train,group44000_44000108,group44000,group44000/44000/44000108_test.jpg,group44000/44000/44000108_temp.jpg,group44000/44000_not/44000108.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group13000_13000102,group13000,group13000/13000/13000102_test.jpg,group13000/13000/13000102_temp.jpg,group13000/13000_not/13000102.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group00041_00041015,group00041,group00041/00041/00041015_test.jpg,group00041/00041/00041015_temp.jpg,group00041/00041_not/00041015.txt,open_circuit;mouse_bite;spurious_copper;pin_hole
train,group00041_00041091,group00041,group00041/00041/00041091_test.jpg,group00041/00041/00041091_temp.jpg,group00041/00041_not/00041091.txt,open_circuit;short_circuit;mouse_bite;spur;spurious_copper;pin_hole
train,group20085_20085269,group20085,group20085/20085/20085269_test.jpg,group20085/20085/20085269_temp.jpg,group20085/20085_not/20085269.txt,short_circuit;mouse_bite;spurious_copper
train,group12100_12100053,group12100,group12100/12100/12100053_test.jpg,group12100/12100/12100053_temp.jpg,group12100/12100_not/12100053.txt,open_circuit;short_circuit;mouse_bite;spurious_copper;pin_hole
